,0,1
731,02.5.02.02,DOGA
732,02.5.02.04,KANDEGUEHOUN
733,02.5.02.05,KOUANTIENI
734,02.5.02.06,KOUFORPISSIGA
735,02.5.02.07,SINDORI-TONI
736,02.5.02.08,TASSAHOUN
737,02.5.02.09,TCHARIKOUANGA
738,02.5.02.10,TCHASSAGA
739,02.5.02.11,TIARI
740,02.5.02.12,TOUBOUGNINI
741,02.5.51.01,BOURPORGA
742,02.5.51.02,BOUTOUHOUNPINGOU
743,02.5.51.03,KANKINI-SERI
744,02.5.51.04,MATERI
745,02.5.51.05,MERHOUN
746,02.5.51.06,MIHIHOUN
747,02.5.51.07,NAGASSEGA-KANI
748,02.5.51.08,PINGOU
749,02.5.51.09,SEKANOU
750,02.5.51.10,SOUOMOU
751,02.5.51.11,TAMPINTI-YEROU
752,02.5.51.12,TANTOURI
753,02.5.51.13,TINTONSI
754,02.5.51.14,TOUSSARI
755,02.5.51.15,YONDISSERI
756,02.5.51.16,YOPIAKA
757,02.5.03.01,BORIFIERI
758,02.5.03.02,HOLLI
759,02.5.03.03,KOTARI
760,02.5.03.04,KOUARHOUN
761,02.5.03.05,KPEREHOUN
762,02.5.03.06,MAHONTIKA
763,02.5.03.07,NODI
764,02.5.03.08,N'TCHIEGA
765,02.5.03.09,TAMPOURE-POGUE
766,02.5.03.10,YEDEKAHOUN
767,02.5.04.01,BAMPORA
768,02.5.04.02,BOGODORI
769,02.5.04.03,DABOGOHOUN
770,02.5.04.04,KANDJO
771,02.5.04.05,KONEANDRI
772,02.5.04.06,KOUSSEGA
773,02.5.04.07,MADOGA
774,02.5.04.08,NAMBOULI
775,02.5.04.09,POURNIARI
776,02.5.04.10,TAMBOGOU-KONDRI
777,02.5.04.11,TAMPANGA
778,02.5.04.12,TANHOUN
779,02.5.04.13,TANTEGA
780,02.5.04.14,TEBIWOGOU
781,02.5.05.01,FEHOUN
782,02.5.05.02,FEKEROU
783,02.5.05.03,KOUTOUKONDIGA
784,02.5.05.04,SAKONOU
785,02.5.05.05,TCHANHOUNCOSSI
786,02.5.05.06,YANGA
787,02.5.05.07,YANSAGA
788,02.6.01.01,BANGRETAMOU
789,02.6.01.02,DOKONDE
790,02.6.01.03,FAYOURE
791,02.6.01.04,KAMPOUYA
792,02.6.01.05,KOTA-MONNONGOU
793,02.6.01.06,KOTOPOUNGA
794,02.6.01.07,ONSIKOTO
795,02.6.01.08,POUYA
796,02.6.01.09,SOUROUKOU
797,02.6.01.10,TAMPEDEMA
798,02.6.01.11,TCHANTANGOU
799,02.6.01.12,WETIPOUNGA
800,02.6.01.13,YAKPANGOUTINGOU
801,02.6.01.14,YARIKOU
802,02.6.02.01,DIKOUAN
803,02.6.02.02,KATANGINKA
804,02.6.02.03,KOUABA
805,02.6.02.04,KOUKOUABIRGOU
806,02.6.02.05,KOUNITCHANGOU
807,02.6.02.06,KOUTANONGOU
808,02.6.02.07,KOUWANWANGOU
809,02.6.02.08,MOUSSANSAMOU
810,02.6.02.10,TEDONTE
811,02.6.02.11,TIPETI
812,02.6.03.01,KOUANDATA
813,02.6.03.02,KOUATIDABIRGOU
814,02.6.03.03,KOUNADORGOU
815,02.6.03.04,KOUTIE
816,02.6.51.01,BAGRI
817,02.6.51.02,DJINDJIRE-BERI
818,02.6.51.03,KANTCHAGOUTAMOU
819,02.6.51.04,SOUNTCHIRANTIKOU
820,02.6.51.05,TCHIRIMINA
821,02.6.51.06,YOKOSSI
822,02.6.52.02,BORIYOURE
823,02.6.52.03,DASSAKATE
824,02.6.52.04,OURKPARBOU
825,02.6.52.05,OUROUBONNA
826,02.6.52.06,SANTA
827,02.6.53.01,BERECINGOU
828,02.6.53.02,DIDAPOUMBOR
829,02.6.53.03,KANTABORIFA
830,02.6.53.04,KOUSSANTIKOU
831,02.6.53.05,OURBOUGA
832,02.6.53.06,WINKE
833,02.6.53.07,YETAPO
834,02.6.53.08,YIMPORIMA
835,02.6.54.01,DITAWAN
836,02.6.54.02,DOYAKOU
837,02.6.54.03,KOUDENGOU
838,02.6.54.04,PEPORIYAKOU
839,02.6.54.05,TETANTE
840,02.6.54.06,TIKOUANI
841,02.6.54.07,TOROUBOU
842,02.6.04.01,GNAGNAMMOU
843,02.6.04.02,KOKA
844,02.6.04.03,KOUBIRGOU
845,02.6.04.04,KOUETENA
846,02.6.04.05,KOUNAPEIGOU
847,02.6.04.06,KOUPEICO
848,02.6.04.07,KOUSSIGOU
849,02.6.04.08,PAM-PAM
850,02.6.04.09,PERMA CENTRE
851,02.6.04.10,SINAICIRE
852,02.6.04.11,TENOUNKONTE
853,02.6.04.12,TEPENTE
854,02.6.04.13,TIGNANPETI
855,02.6.05.01,KOUTIE TCHATIDO
856,02.6.05.02,KOUWA N'PONGOU
857,02.6.05.03,MOUPEMOU
858,02.6.05.04,TAKONTA
859,02.6.05.05,TCHOUMI-TCHOUMI
860,02.6.05.06,WIMMOU
861,02.7.01.01,BONIGOUROU
862,02.7.01.02,DOH
863,02.7.01.03,GNEMASSON
864,02.7.01.04,GNEMASSON-GANDO
865,02.7.01.05,SAYAKROU
866,02.7.01.06,SAYAKROU - GAH
867,02.7.51.01,BEKET
868,02.7.51.02,BEKET-GAH
869,02.7.51.03,BOUEROU
870,02.7.51.04,GBEBA
871,02.7.51.05,NASSOU
872,02.7.51.06,PEHONCO-TATAPOURANOU
873,02.7.51.07,PEHUNCO I
874,02.7.51.08,PEHUNCO II
875,02.7.51.09,PEHUNCO-GAH
876,02.7.51.10,SINAOURAROU
877,02.7.51.11,SINAOURAROU-GAH
878,02.7.51.12,SOAODOU
879,02.7.51.13,SOASSARAROU
880,02.7.51.14,SOMPAREROU-GAH
881,02.7.51.15,WOKOU
882,02.7.02.01,BANA
883,02.7.02.02,BOUDE
884,02.7.02.03,GAMBINOU
885,02.7.02.04,GONRI
886,02.7.02.05,GOUNTIA
887,02.7.02.06,GUIMBEREROU
888,02.7.02.07,MARE OROU GAH
889,02.7.02.08,NINGOUSSOUROU
890,02.7.02.09,OUASSA-KIKA
891,02.7.02.10,OUASSA-MARO
892,02.7.02.11,SINAOU
893,02.7.02.12,TOBRE
894,02.7.02.13,TONRI
895,02.7.02.14,WAKAROU
896,02.8.01.01,BOUNTA
897,02.8.01.03,COTIAKOU
898,02.8.01.04,DAGUIMAGNINNI
899,02.8.01.05,MANOUGOU
900,02.8.01.06,NOWERERE
901,02.8.01.07,PARABOU
902,02.8.01.08,PEMOMBOU
903,02.8.01.10,TANFERE
904,02.8.01.11,TORA
905,02.8.01.12,TORICONCONE
906,02.8.02.01,DONDONGOU
907,02.8.02.02,KOUGNIERI
908,02.8.02.03,NATAGATA
909,02.8.02.05,NIGNERI
910,02.8.02.06,SAMMONGOU
911,02.8.02.07,SONTA
912,02.8.02.08,TAHINKOU
913,02.8.02.09,TAPEKOU
914,02.8.02.10,TCHAETA
915,02.8.03.01,BONGOU
916,02.8.03.02,DOUANI
917,02.8.03.03,FINTA
918,02.8.03.04,HANTEKOU
919,02.8.03.05,KOGNIGA
920,02.8.03.06,KOTCHEKONGOU
921,02.8.03.07,KOUAYOTI
922,02.8.03.08,KOUTCHOUTCHOUGOU
923,02.8.03.09,MATANRGUI
924,02.8.03.10,NAFAYOTI
925,02.8.03.11,NONTINGOU
926,02.8.03.12,OUANKOU
927,02.8.03.13,TAHONGOU
928,02.8.03.14,TAIACOU
929,02.8.03.15,YEHONGOU
930,02.8.03.16,YEYEDI
931,02.8.03.17,YOUAKOU
932,02.8.51.01,BIACOU
933,02.8.51.02,BOURGNIESSOU
934,02.8.51.03,DJIDJIRE-BERI
935,02.8.51.04,GORO-BANI
936,02.8.51.05,MAMOUSSA
937,02.8.51.06,NANEBOU
938,02.8.51.07,PORHOUM
939,02.8.51.08,PORKA
940,02.8.51.09,SEPOUNGA
941,02.8.51.10,TCHOUTCHOUBOU
942,02.8.51.11,TIELE
943,02.8.51.12,YARKA
944,02.8.04.01,BATIA
945,02.8.04.02,KAYARIKA
946,02.8.04.03,SANGOU
947,02.8.04.04,TANONGOU
948,02.8.04.05,TCHAFARGA
949,02.8.04.06,TCHATINGOU
950,02.8.04.07,TCHAWASSAKA
951,02.8.04.08,YANGOU
952,02.9.01.01,BOUYAGNINDI
953,02.9.01.02,KOUARFA
954,02.9.01.03,KOUBA
955,02.9.01.04,MOUNOUMBORIFA
956,02.9.01.05,PEPERKOU
957,02.9.01.06,TAKISSARI
958,02.9.01.07,TAMPOBRE
959,02.9.01.08,TANDAFA
960,02.9.01.09,TANKOKONA
961,02.9.01.10,TCHOUNDEKOU
962,02.9.01.11,WABOU
963,02.9.02.01,BATITAMOU
964,02.9.02.02,DIKOKORE
965,02.9.02.03,KOKOTA
966,02.9.02.04,MAKO
967,02.9.02.05,NABAGA
968,02.9.02.06,TAMPEGRE
969,02.9.02.07,TANTOUGOU
970,02.9.02.08,TCHANHORTA
971,02.9.02.09,WANSOKOU
972,02.9.51.01,BORIBANSIFA
973,02.9.51.02,DATAKOU
974,02.9.51.03,FATIYA
975,02.9.51.04,KOKOKOU
976,02.9.51.05,KPENTIKOU
977,02.9.51.06,MOUSSITINGOU
978,02.9.51.07,TAMPATOU
979,02.9.51.08,TCHAKALAKOU
980,02.9.51.09,TECTIBAYAOU
981,02.9.51.10,TOUKOUNTOUNA
982,03.1.51.01,AGAMANDIN
983,03.1.51.02,AGORI
984,03.1.51.03,AIFA
985,03.1.51.04,AITCHEDJI
986,03.1.51.05,ALEDJO
987,03.1.51.07,CITE LES PALMIERS
988,03.1.51.08,FANDJI
989,03.1.51.09,FINAFA
990,03.1.51.10,GBODJO
991,03.1.51.11,KANSOUNKPA
992,03.1.51.12,SEME
993,03.1.51.13,TANKPE
994,03.1.51.14,TCHINANGBEGBO
995,03.1.51.16,TOKPA-ZOUNGO NORD
996,03.1.51.17,TOKPA-ZOUNGO SUD
997,03.1.51.18,ZOGBADJE
998,03.1.51.19,ZOPAH
999,03.1.51.20,ZOUNDJA
1000,03.1.01.01,ADJAGBO
1001,03.1.01.02,AGASSA-GODOMEY
1002,03.1.01.03,AGONME
1003,03.1.01.04,AGONSOUNDJA
1004,03.1.01.05,AKASSATO CENTRE
1005,03.1.01.06,GBETAGBO
1006,03.1.01.07,GLO-TOKPA
1007,03.1.01.08,HOUEKE-GBO
1008,03.1.01.09,HOUEKE-HONOU
1009,03.1.01.10,KOLETIN
1010,03.1.01.11,KPODJI-LES-MONTS
1011,03.1.01.12,MISSESSINTO
1012,03.1.01.13,ZEKANMEY-DOME
1013,03.1.01.14,ZOPAH PALMERAIE
1014,03.1.02.01,ABIKOUHOLI
1015,03.1.02.02,AGBO-CODJI-SEDEGBE
1016,03.1.02.03,AGONKANMEY
1017,03.1.02.04,AIMEVO
1018,03.1.02.05,ALEGLETA
1019,03.1.02.06,AMANHOUN
1020,03.1.02.07,ASSROSSA
1021,03.1.02.08,ATROKPO-CODJI
1022,03.1.02.09,COCOCODJI
1023,03.1.02.10,COCOTOMEY
1024,03.1.02.11,DEKOUNGBE-EGLISE
1025,03.1.02.12,DEKOUNGBE-USINE
1026,03.1.02.13,DENOU
1027,03.1.02.14,DJEKPOTA
1028,03.1.02.15,DJOUKPA-TOGOUDO
1029,03.1.02.16,FANDJI
1030,03.1.02.17,FIGNONHOU
1031,03.1.02.18,FINAFA
1032,03.1.02.19,GANGANZOUNME
1033,03.1.02.20,GBEGNIGAN-MIDOKPO
1034,03.1.02.21,GBODJE-WOMEY
1035,03.1.02.22,GNINKINDJI
1036,03.1.02.23,GODOMEY-N'GBEHO
1037,03.1.02.24,GODOMEY-TOGOUDO
1038,03.1.02.25,HEDOME
1039,03.1.02.26,HELOUTO
1040,03.1.02.27,HOUAKOMEY
1041,03.1.02.28,HOUNSA-AGBODOKPA
1042,03.1.02.29,LA PAIX
1043,03.1.02.30,LOBOZOUNKPA
1044,03.1.02.31,MARIA-GLETA
1045,03.1.02.32,NINGBOTO
1046,03.1.02.33,NONHOUENOU
1047,03.1.02.34,OUNVENOUMEDE
1048,03.1.02.35,PLATEAU
1049,03.1.02.36,SALAMEY
1050,03.1.02.37,SEDJANNANKO
1051,03.1.02.38,SEDOMEY
1052,03.1.02.39,SELOLI-FANDJI
1053,03.1.02.40,SODO
1054,03.1.02.41,TANKPE
1055,03.1.02.42,TOGBIN-DAHO
1056,03.1.02.43,TOGBIN-KPEVI
1057,03.1.02.44,TOGNIN-FANDJI
1058,03.1.02.45,TOKPA
1059,03.1.02.46,WOMEY CENTRE
1060,03.1.02.47,YENANDJRO
1061,03.1.02.48,YOLOMAHOUTO
1062,03.1.02.49,ZOUNGA
1063,03.1.03.01,ADJAME
1064,03.1.03.02,AGONGBE
1065,03.1.03.03,AGONKESSA
1066,03.1.03.04,ALLADACOME
1067,03.1.03.05,AZONSA
1068,03.1.03.06,DJISSOUKPA
1069,03.1.03.07,DOMEY-GBO
1070,03.1.03.08,GOLO-DJIGBE
1071,03.1.03.09,GOLO-FANTO
1072,03.1.03.10,LOHOUSSA
1073,03.1.03.11,MISSEBO-ESPACE SAINT
1074,03.1.03.12,YEKON-AGA
1075,03.1.03.13,YEKON-DO
1076,03.1.04.01,ADOVIE
1077,03.1.04.02,AKOSSAVIE
1078,03.1.04.03,DOSSOUNOU
1079,03.1.04.04,HEVIE CENTRE
1080,03.1.04.05,HOUINME
1081,03.1.04.06,HOUNYEVA
1082,03.1.04.07,HOUNZEVIE
1083,03.1.04.08,SOGAN
1084,03.1.04.09,ZOUNGO
1085,03.1.05.01,ANAGBO
1086,03.1.05.02,AVAGBE
1087,03.1.05.03,BOZOUN
1088,03.1.05.04,DJIGBO
1089,03.1.05.05,HADJANAHO
1090,03.1.05.06,KPANROUN
1091,03.1.05.07,KPANROUN-DODOMEY
1092,03.1.05.08,KPAVIEDJA
1093,03.1.05.09,KPE
1094,03.1.06.01,ADJAGBO
1095,03.1.06.02,ADJAGBO-AIDJEDO
1096,03.1.06.03,ADJAGLO-AIDJEDO
1097,03.1.06.04,AHOUATO
1098,03.1.06.05,ALANSANKOME
1099,03.1.06.06,DASSEKOMEY
1100,03.1.06.07,DESSATO
1101,03.1.06.08,KPOSSIDJA
1102,03.1.06.09,OUEDO CENTRE
1103,03.1.07.01,AHOSSOUGBETA
1104,03.1.07.02,DRABO
1105,03.1.07.03,FIFONSI
1106,03.1.07.04,HOUETO
1107,03.1.07.05,OUEGA-AGUE
1108,03.1.07.06,OUEGA-TOKPA
1109,03.1.07.07,SOME
1110,03.1.07.08,TANKPE
1111,03.1.07.09,TOGBA MARIA-GLETA
1112,03.1.07.10,TOKAN
1113,03.1.07.11,TOKAN AIDEGNON
1114,03.1.08.01,ADJOGANSA
1115,03.1.08.02,DANGBODJI
1116,03.1.08.03,DOKOMEY
1117,03.1.08.04,GBODJE
1118,03.1.08.05,GBODJOKO
1119,03.1.08.06,HOUEGOUDO
1120,03.1.08.07,KPOTOMEY
1121,03.1.08.08,SOKAN
1122,03.1.08.09,WAWATA
1123,03.1.08.10,WAWATA-TODJA
1124,03.1.08.11,YEVIE
1125,03.1.08.12,YEVIE-NOUGO
1126,03.1.08.13,ZINVIE-AGOLEDJI
1127,03.1.08.14,ZINVIE-FANDJI
1128,03.1.08.15,ZINVIE-ZOUNME
1129,03.2.01.01,ACCLOHOUE
1130,03.2.01.02,AGBANOU
1131,03.2.01.03,AGONDOKPOE
1132,03.2.01.04,AGONGBLAMEY
1133,03.2.01.05,ATTOTINGA
1134,03.2.01.06,GBETA
1135,03.2.01.07,GOUNONTOMEY
1136,03.2.01.08,GOUSSIKPOTA
1137,03.2.01.09,LOKOKPA
1138,03.2.01.10,TEGBO
1139,03.2.01.11,TOKPA-AVAGOUDO
1140,03.2.01.12,WADON
1141,03.2.01.13,ZOUNTA
1142,03.2.02.01,AHITO
1143,03.2.02.02,BAWEKANMEY
1144,03.2.02.03,DAHSRAMEY
1145,03.2.02.04,HANAFIN
1146,03.2.02.05,HESSA
1147,03.2.02.06,HETIN
1148,03.2.02.07,LOTO-DENOU
1149,03.2.02.08,ZOUNGBODJI
1150,03.2.51.01,AHITO
1151,03.2.51.02,ALLOMEY
1152,03.2.51.03,AVAZOUNKPA
1153,03.2.51.04,DAGLETA
1154,03.2.51.05,DODOMEY
1155,03.2.51.06,DOGOUDO
1156,03.2.51.07,DOGOUDO CEG
1157,03.2.51.09,GBEGAMEY
1158,03.2.51.10,GBOWELE
1159,03.2.51.11,HOUINBATIN
1160,03.2.51.12,SOKOUDENOU
1161,03.2.51.13,SOYO
1162,03.2.51.14,TOKPOTA
1163,03.2.03.01,ASSIHOUI
1164,03.2.03.03,AVANKAMEY
1165,03.2.03.04,KPOGUETOMEY
1166,03.2.03.05,NIAOULI
1167,03.2.03.06,NOUZOUNKPA
1168,03.3.03.09,OUSSA
1169,03.3.04.01,COUFFONOU
1170,03.3.04.02,DEDOME ACLOME
1171,03.3.04.03,DEDOME KPODJI
1172,03.3.04.04,HINMADOU
1173,03.3.04.05,KPINDJAKANME
1174,03.3.04.06,TELOKOE-AHOUYA
1175,03.3.05.01,AHOUANGO AGBIDICOME
1176,03.3.05.02,AHOUANGO HINSOCOME
1177,03.3.05.03,AZIZONKANME
1178,03.3.05.04,FONCOME
1179,03.3.05.05,GLEGBOTONOU
1180,03.3.05.06,HOUEDJRO
1181,03.3.05.07,HOUEYOGBE
1182,03.3.05.08,KPAGO
1183,03.3.05.09,KPODJI ATINGO
1184,03.3.05.10,KPODJI CLOTOME
1185,03.3.05.11,SEBO
1186,03.3.05.12,YEME
1187,03.3.51.01,AIDJEDO
1188,03.3.51.02,COCOUNDJI
1189,03.3.51.03,DOGA
1190,03.3.51.04,FIFADJI
1191,03.3.51.05,GANGANHOULI
1192,03.3.51.06,GBEDJEWIN ADJIBAMEY
1193,03.3.51.07,HOUEGAN
1194,03.3.51.08,LOKOSSA
1195,03.3.51.09,MISSEBO
1196,03.3.51.10,MISSITE
1197,03.3.51.11,NONVIGNON
1198,03.3.06.01,ATCHAKANME
1199,03.3.06.02,DANZOUNME
1200,03.3.06.03,GBEFADJI
1201,03.3.06.04,SEGBEYA AKPOUTOUHOUE
1202,03.3.06.05,SEGBEYA AMONLE
1203,03.3.06.06,SEGBEYA ZOUNDOME
1204,03.3.07.01,ADJATOKPA
1205,03.3.07.02,GUEZOHOUE
1206,03.3.07.03,SEGBOHOUE ASSITO
1207,03.3.07.04,SEGBOHOUE CENTRE
1208,03.3.07.05,TOKPA-DAHO
1209,03.3.07.06,VOVIO
1210,03.3.08.01,AMOUKONOU
1211,03.3.08.02,GBEFADJI-AIDJEDO
1212,03.3.08.03,GBETOZO
1213,03.3.08.04,GBOHO
1214,03.3.08.05,HINZOUME
1215,03.3.08.06,HOUETON
1216,03.3.08.07,HOUNGBOGBA
1217,03.3.08.08,LOKOGBO GNONWA
1218,03.3.08.09,LOKOGBO ZOUNTA
1219,03.3.08.10,OUNTOUN
1220,03.3.08.11,SECOME
1221,03.3.08.12,XWLACOME
1222,03.4.01.01,ADOUNKO
1223,03.4.01.02,ADOUNKO AYIGNON
1224,03.4.01.03,AGBANZIN-KPOTA
1225,03.4.01.04,AGBANZIN-KPOTA ZOUNVLAME
1226,03.4.01.05,AGOUIN
1227,03.4.01.06,AHOUANDJI
1228,03.4.01.07,AVLEKETE
1229,03.4.01.08,HIO
1230,03.4.01.09,HIO VINAWA
1231,03.4.02.01,AGBANLINDJEHOUE
1232,03.4.02.02,AIDO
1233,03.4.02.03,DEGOUE
1234,03.4.02.04,DJEGBADJI
1235,03.4.02.05,DJONDJI
1236,03.4.02.06,KOUVENANFIDE
1237,03.4.02.07,MEKO
1238,03.4.03.01,AMOULEHOUE
1239,03.4.03.02,FONKOUNME
1240,03.4.03.03,GAKPE
1241,03.4.03.04,TOHONOU
1242,03.4.04.01,AZIZAKOUE
1243,03.4.04.02,DJEGBAME
1244,03.4.04.03,GBEHONOU
1245,03.4.04.05,HOUAKPE-DAHO
1246,03.4.04.06,SEYIGBE
1247,03.4.04.07,TOLIGBE
1248,03.4.51.01,ABATTA
1249,03.4.51.02,AGBESSIKPE DJIKA
1250,03.4.51.03,DANGBEHOUE
1251,03.4.51.05,SOGBADJI
1252,03.4.51.06,ZOMAI
1253,03.4.51.07,ZOMAI-KPOTA
1254,03.4.51.08,ZOUNGBODJI CENTRE
1255,03.4.52.01,AHOUANDJIGO
1256,03.4.52.02,GANVE
1257,03.4.52.03,GBENA-NORD
1258,03.4.52.04,GBENA-SUD
1259,03.4.52.05,GBETO-NORD
1260,03.4.52.06,GBETO-SUD
1261,03.4.52.07,HOUEDJEDO
1262,03.4.52.08,LEBOU ALAFIA
1263,03.4.52.09,LEBOU CAMPTO
1264,03.4.53.01,AGBADJIHONTO
1265,03.4.53.02,AGBANOU
1266,03.4.53.03,FONSRAME
1267,03.4.53.04,GOMEY
1268,03.4.53.05,HEHOUNLI
1269,03.4.53.06,KPASSE
1270,03.4.53.07,YAMADJAKO
1271,03.4.53.08,ZONGO MALECOME
1272,03.4.54.01,DOCOMEY
1273,03.4.54.02,TOVE KPASSEZOUNTO
1274,03.4.54.03,TOVE ZOBETO
1275,03.4.54.04,VASSEHO
1276,03.4.54.05,WAGNIHO
1277,03.4.54.06,WOMEY
1278,03.4.05.01,ACADJAME
1279,03.4.05.02,ADJRA-ADOVIE
1280,03.4.05.03,ADJRA-HOUNVE
1281,03.4.05.04,AHOUICODJI
1282,03.4.05.05,AHOZON
1283,03.4.05.06,HOUNDJAVA
1284,03.4.05.07,HOUNHANMEDE
1285,03.4.05.08,KPOVIE
1286,03.4.05.09,PAHOU CENTRE
1287,03.4.05.10,SELLOLI-BAZOUNKPA
1288,03.4.05.11,ZOUNGOUDO
1289,03.4.06.01,ADJOHOUNDJA-MONSO
1290,03.4.06.02,ASSOGBENOU-DAHO
1291,03.4.06.03,BOSSOUVI
1292,03.4.06.04,DEKOUENOU
1293,03.4.06.05,HOUEYIHO
1294,03.4.06.06,MINANTINKPON
1295,03.4.06.07,OUESSE
1296,03.4.06.08,SAVI-HOUETON
1297,03.5.01.01,AHOMEY-LOKPO CENTRE
1298,03.5.01.02,AHOMEY-OUNMEY
1299,03.5.01.03,ASSEDOKPA
1300,03.5.01.04,BESSETONOU
1301,03.5.01.05,HENI
1302,03.5.01.06,KINTO AGUE
1303,03.5.01.07,KINTO DOKPAKPA
1304,03.5.01.08,KINTO OUDJRA
1305,03.5.01.09,ZOUNGOMEY
1306,03.5.01.10,ZOUNKPODE
1307,03.5.02.01,ANAVIECOMEY
1308,03.5.02.02,DJEKPE
1309,03.5.02.03,KPAFE
1310,03.5.02.04,KPOVIECOMEY
1311,03.5.02.05,SAKOMEY
1312,03.5.03.01,AGONMEKOMEY
1313,03.5.03.02,AGOUNDANKOMEY
1314,03.5.03.03,GANSOUGBAMEY
1315,03.5.03.04,GBAMEY-TCHEWA
1316,03.5.03.05,GOUNSOEDJI
1317,03.5.03.06,HINDAGAO
1318,03.5.03.07,KPASSIKOMEY
1319,03.5.03.08,SOKOMEY
1320,03.5.03.09,TOHOKOMEY
1321,03.5.03.10,YOKAGAO
1322,03.5.04.01,AGBONGAMEY
1323,03.5.04.02,AHOUANMONGAO
1324,03.5.04.03,DAKOMEY
1325,03.5.04.04,DAKOMEY-YOHONOUKON
1326,03.5.04.05,DOSSOUGAO
1327,03.5.04.06,GOUNSOEGBAMEY
1328,03.5.04.07,GUEDEVIE
1329,03.5.04.08,GUEDEVIE-GBEGBESSA
1330,03.5.04.10,KINDJI
1331,03.5.04.11,SINHOUNGBOMEY
1332,03.5.05.01,DOMEGUEDJI
1333,03.5.05.02,GANVIECOMEY
1334,03.5.05.03,GBAGBODJI
1335,03.5.05.04,GBEGBOME OUEKEKOME
1336,03.5.05.06,GBESSOU
1337,03.5.05.07,GBLONTO
1338,03.5.05.08,SOKOMEY
1339,03.5.51.01,AHOMEY DOMEY-ZOUNMEY
1340,03.5.51.02,AHOMEY-FONSA
1341,03.5.51.03,AHOMEY-GBEKPA
1342,03.5.51.05,DOGODO
1343,03.7.01.03,GBEDJOUGO
1344,03.7.01.04,HLA
1345,03.7.01.05,HOUNGO
1346,03.7.01.06,MASSETOME
1347,03.7.02.01,DENOU
1348,03.7.02.02,HAYAKPA
1349,03.7.02.03,TANDAHOTA
1350,03.7.03.01,AZOHOUE CADA HOUNGO
1351,03.7.03.02,AZOHOUE CADA NORD
1352,03.7.03.03,AZOHOUE CADA SUD
1353,03.7.03.04,AZOHOUE-CADA CENTRE
1354,03.7.03.05,AZONGO
1355,03.7.03.06,GBEDAKONOU
1356,03.7.03.07,KETESSA AGLADJI
1357,03.7.03.08,ZOUNGBOME
1358,03.7.03.09,ZOUNVESSEHOU
1359,03.7.51.01,AGONKON
1360,03.7.51.02,AHOUEME
1361,03.7.51.03,AIDOHOUE
1362,03.7.51.04,BOSSITO
1363,03.7.51.05,FASSINOUHOKON
1364,03.7.51.06,GBEDEWAHOUE
1365,03.7.51.07,GBOVIE
1366,03.7.51.08,HEKANDJI
1367,03.7.51.09,HONVIE
1368,03.7.51.10,HOUNGBAGBA
1369,03.7.51.11,HOUNNONCO
1370,03.7.51.12,KOKANHOUE
1371,03.7.51.13,MAGUEVIE
1372,03.7.51.14,TOCOLI
1373,03.7.51.15,TOGOUDO
1374,03.7.51.16,WANHO
1375,03.7.51.17,ZOUNME
1376,03.7.04.01,ADJAHASSA
1377,03.7.04.02,ANAVIE
1378,03.7.04.03,DOHINONKO
1379,03.7.04.04,DOKANME
1380,03.7.04.05,GBEGOUDO
1381,03.7.04.06,GBETAGA
1382,03.7.04.07,GBOHOUE
1383,03.7.04.08,HETIN-YENAWA
1384,03.7.04.09,HOUEDAGA
1385,03.7.04.10,LOKOSSA
1386,03.7.04.11,SOGBE
1387,03.7.04.12,SOKLOGBO
1388,03.7.04.13,TORI-CADA CENTRE
1389,03.7.04.14,ZEBE
1390,03.7.04.15,ZOUNGOUDO
1391,03.7.05.01,AGAZOUN
1392,03.7.05.02,AGOUAKO
1393,03.7.05.03,AKADJAME
1394,03.7.05.04,AYIKINKO
1395,03.7.05.05,DOSSOU-SOMEY
1396,03.7.05.06,GBEGOUDO
1397,03.7.05.07,SEIGONME
1398,03.7.05.08,TORI-GARE CENTRE
1399,03.8.01.01,ADJAN
1400,03.8.01.02,ADJAN-GLA
1401,03.8.01.03,ADJAN-HOUETA
1402,03.8.01.04,ANAGBO
1403,03.8.01.05,DODJI-AGA
1404,03.8.01.06,TANTA
1405,03.8.01.07,WASSA
1406,03.8.01.08,ZANZOUN
1407,03.8.02.01,AGONZOUNKPA
1408,03.8.02.02,AHOUALI
1409,03.8.02.03,AKADJAME
1410,03.8.02.04,DAWE-CENTRE
1411,03.8.02.05,DOME-SEKO
1412,03.8.02.06,TOMASSEAHOUA
1413,03.8.03.01,AGOUNDJI
1414,03.8.03.02,AWASSOU
1415,03.8.03.03,DJIGBE-AGUE
1416,03.8.03.04,DJIGBE-GBODJE
1417,03.8.03.05,GBAGODO
1418,03.8.03.06,SESSIVALI
1419,03.8.03.07,WO-TOGOUDO
1420,03.8.04.02,ADOHOUNSA
1421,03.8.04.03,AGONDOTAN
1422,03.8.04.04,AKOUEDJROMEDE
1423,03.8.04.05,DJOKO
1424,03.8.04.06,GANDAHO
1425,03.8.04.07,GBETO-FONGBO
1426,03.8.04.09,HOUNTAKON
1427,03.8.04.10,KPATCHAME
1428,03.8.04.11,WANKON
1429,03.8.04.12,WEDJI
1430,03.8.05.01,AGBATA
1431,03.8.05.02,AKPALIHONOU
1432,03.8.05.03,AWOKPA
1433,03.8.05.04,GBOZOUNME
1434,03.8.05.05,HEKANME
1435,03.8.05.06,HOUEDOTA
1436,03.8.05.07,HOUEDOTA-DJOKO
1437,03.8.05.08,HOUEHOUNTA
