,CDP,DP,CCM,CM,CAR,AR,VQ,CVQ
1165,3,ATLANTIQUE,302,ALLADA,30203,ATTOGON,KPOGUETOMEY,03.2.03.04
1166,3,ATLANTIQUE,302,ALLADA,30203,ATTOGON,NIAOULI,03.2.03.05
1167,3,ATLANTIQUE,302,ALLADA,30203,ATTOGON,NOUZOUNKPA,03.2.03.06
1168,3,ATLANTIQUE,303,KPOMASSE,30303,AGONKANME,OUSSA,03.3.03.09
1169,3,ATLANTIQUE,303,KPOMASSE,30304,DEDOME,COUFFONOU,03.3.04.01
1170,3,ATLANTIQUE,303,KPOMASSE,30304,DEDOME,DEDOME ACLOME,03.3.04.02
1171,3,ATLANTIQUE,303,KPOMASSE,30304,DEDOME,DEDOME KPODJI,03.3.04.03
1172,3,ATLANTIQUE,303,KPOMASSE,30304,DEDOME,HINMADOU,03.3.04.04
1173,3,ATLANTIQUE,303,KPOMASSE,30304,DEDOME,KPINDJAKANME,03.3.04.05
1174,3,ATLANTIQUE,303,KPOMASSE,30304,DEDOME,TELOKOE-AHOUYA,03.3.04.06
1175,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,AHOUANGO AGBIDICOME,03.3.05.01
1176,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,AHOUANGO HINSOCOME,03.3.05.02
1177,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,AZIZONKANME,03.3.05.03
1178,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,FONCOME,03.3.05.04
1179,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,GLEGBOTONOU,03.3.05.05
1180,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,HOUEDJRO,03.3.05.06
1181,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,HOUEYOGBE,03.3.05.07
1182,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,KPAGO,03.3.05.08
1183,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,KPODJI ATINGO,03.3.05.09
1184,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,KPODJI CLOTOME,03.3.05.10
1185,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,SEBO,03.3.05.11
1186,3,ATLANTIQUE,303,KPOMASSE,30305,DEKANME,YEME,03.3.05.12
1187,3,ATLANTIQUE,303,KPOMASSE,30351,KPOMASSE CENTRE,AIDJEDO,03.3.51.01
1188,3,ATLANTIQUE,303,KPOMASSE,30351,KPOMASSE CENTRE,COCOUNDJI,03.3.51.02
1189,3,ATLANTIQUE,303,KPOMASSE,30351,KPOMASSE CENTRE,DOGA,03.3.51.03
1190,3,ATLANTIQUE,303,KPOMASSE,30351,KPOMASSE CENTRE,FIFADJI,03.3.51.04
1191,3,ATLANTIQUE,303,KPOMASSE,30351,KPOMASSE CENTRE,GANGANHOULI,03.3.51.05
1192,3,ATLANTIQUE,303,KPOMASSE,30351,KPOMASSE CENTRE,GBEDJEWIN ADJIBAMEY,03.3.51.06
1193,3,ATLANTIQUE,303,KPOMASSE,30351,KPOMASSE CENTRE,HOUEGAN,03.3.51.07
1194,3,ATLANTIQUE,303,KPOMASSE,30351,KPOMASSE CENTRE,LOKOSSA,03.3.51.08
1195,3,ATLANTIQUE,303,KPOMASSE,30351,KPOMASSE CENTRE,MISSEBO,03.3.51.09
1196,3,ATLANTIQUE,303,KPOMASSE,30351,KPOMASSE CENTRE,MISSITE,03.3.51.10
1197,3,ATLANTIQUE,303,KPOMASSE,30351,KPOMASSE CENTRE,NONVIGNON,03.3.51.11
1198,3,ATLANTIQUE,303,KPOMASSE,30306,SEGBEYA,ATCHAKANME,03.3.06.01
1199,3,ATLANTIQUE,303,KPOMASSE,30306,SEGBEYA,DANZOUNME,03.3.06.02
1200,3,ATLANTIQUE,303,KPOMASSE,30306,SEGBEYA,GBEFADJI,03.3.06.03
1201,3,ATLANTIQUE,303,KPOMASSE,30306,SEGBEYA,SEGBEYA AKPOUTOUHOUE,03.3.06.04
1202,3,ATLANTIQUE,303,KPOMASSE,30306,SEGBEYA,SEGBEYA AMONLE,03.3.06.05
1203,3,ATLANTIQUE,303,KPOMASSE,30306,SEGBEYA,SEGBEYA ZOUNDOME,03.3.06.06
1204,3,ATLANTIQUE,303,KPOMASSE,30307,SEGBOHOUE,ADJATOKPA,03.3.07.01
1205,3,ATLANTIQUE,303,KPOMASSE,30307,SEGBOHOUE,GUEZOHOUE,03.3.07.02
1206,3,ATLANTIQUE,303,KPOMASSE,30307,SEGBOHOUE,SEGBOHOUE ASSITO,03.3.07.03
1207,3,ATLANTIQUE,303,KPOMASSE,30307,SEGBOHOUE,SEGBOHOUE CENTRE,03.3.07.04
1208,3,ATLANTIQUE,303,KPOMASSE,30307,SEGBOHOUE,TOKPA-DAHO,03.3.07.05
1209,3,ATLANTIQUE,303,KPOMASSE,30307,SEGBOHOUE,VOVIO,03.3.07.06
1210,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,AMOUKONOU,03.3.08.01
1211,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,GBEFADJI-AIDJEDO,03.3.08.02
1212,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,GBETOZO,03.3.08.03
1213,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,GBOHO,03.3.08.04
1214,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,HINZOUME,03.3.08.05
1215,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,HOUETON,03.3.08.06
1216,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,HOUNGBOGBA,03.3.08.07
1217,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,LOKOGBO GNONWA,03.3.08.08
1218,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,LOKOGBO ZOUNTA,03.3.08.09
1219,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,OUNTOUN,03.3.08.10
1220,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,SECOME,03.3.08.11
1221,3,ATLANTIQUE,303,KPOMASSE,30308,TOKPA-DOME,XWLACOME,03.3.08.12
1222,3,ATLANTIQUE,304,OUIDAH,30401,AVLEKETE,ADOUNKO,03.4.01.01
1223,3,ATLANTIQUE,304,OUIDAH,30401,AVLEKETE,ADOUNKO AYIGNON,03.4.01.02
1224,3,ATLANTIQUE,304,OUIDAH,30401,AVLEKETE,AGBANZIN-KPOTA,03.4.01.03
1225,3,ATLANTIQUE,304,OUIDAH,30401,AVLEKETE,AGBANZIN-KPOTA ZOUNVLAME,03.4.01.04
1226,3,ATLANTIQUE,304,OUIDAH,30401,AVLEKETE,AGOUIN,03.4.01.05
1227,3,ATLANTIQUE,304,OUIDAH,30401,AVLEKETE,AHOUANDJI,03.4.01.06
1228,3,ATLANTIQUE,304,OUIDAH,30401,AVLEKETE,AVLEKETE,03.4.01.07
1229,3,ATLANTIQUE,304,OUIDAH,30401,AVLEKETE,HIO,03.4.01.08
1230,3,ATLANTIQUE,304,OUIDAH,30401,AVLEKETE,HIO VINAWA,03.4.01.09
1231,3,ATLANTIQUE,304,OUIDAH,30402,DJEGBADJI,AGBANLINDJEHOUE,03.4.02.01
1232,3,ATLANTIQUE,304,OUIDAH,30402,DJEGBADJI,AIDO,03.4.02.02
1233,3,ATLANTIQUE,304,OUIDAH,30402,DJEGBADJI,DEGOUE,03.4.02.03
1234,3,ATLANTIQUE,304,OUIDAH,30402,DJEGBADJI,DJEGBADJI,03.4.02.04
1235,3,ATLANTIQUE,304,OUIDAH,30402,DJEGBADJI,DJONDJI,03.4.02.05
1236,3,ATLANTIQUE,304,OUIDAH,30402,DJEGBADJI,KOUVENANFIDE,03.4.02.06
1237,3,ATLANTIQUE,304,OUIDAH,30402,DJEGBADJI,MEKO,03.4.02.07
1238,3,ATLANTIQUE,304,OUIDAH,30403,GAKPE,AMOULEHOUE,03.4.03.01
1239,3,ATLANTIQUE,304,OUIDAH,30403,GAKPE,FONKOUNME,03.4.03.02
1240,3,ATLANTIQUE,304,OUIDAH,30403,GAKPE,GAKPE,03.4.03.03
1241,3,ATLANTIQUE,304,OUIDAH,30403,GAKPE,TOHONOU,03.4.03.04
1242,3,ATLANTIQUE,304,OUIDAH,30404,HOUAKPE-DAHO,AZIZAKOUE,03.4.04.01
1243,3,ATLANTIQUE,304,OUIDAH,30404,HOUAKPE-DAHO,DJEGBAME,03.4.04.02
1244,3,ATLANTIQUE,304,OUIDAH,30404,HOUAKPE-DAHO,GBEHONOU,03.4.04.03
1245,3,ATLANTIQUE,304,OUIDAH,30404,HOUAKPE-DAHO,HOUAKPE-DAHO,03.4.04.05
1246,3,ATLANTIQUE,304,OUIDAH,30404,HOUAKPE-DAHO,SEYIGBE,03.4.04.06
1247,3,ATLANTIQUE,304,OUIDAH,30404,HOUAKPE-DAHO,TOLIGBE,03.4.04.07
1248,3,ATLANTIQUE,304,OUIDAH,30451,OUIDAH I,ABATTA,03.4.51.01
1249,3,ATLANTIQUE,304,OUIDAH,30451,OUIDAH I,AGBESSIKPE DJIKA,03.4.51.02
1250,3,ATLANTIQUE,304,OUIDAH,30451,OUIDAH I,DANGBEHOUE,03.4.51.03
1251,3,ATLANTIQUE,304,OUIDAH,30451,OUIDAH I,SOGBADJI,03.4.51.05
1252,3,ATLANTIQUE,304,OUIDAH,30451,OUIDAH I,ZOMAI,03.4.51.06
1253,3,ATLANTIQUE,304,OUIDAH,30451,OUIDAH I,ZOMAI-KPOTA,03.4.51.07
1254,3,ATLANTIQUE,304,OUIDAH,30451,OUIDAH I,ZOUNGBODJI CENTRE,03.4.51.08
1255,3,ATLANTIQUE,304,OUIDAH,30452,OUIDAH II,AHOUANDJIGO,03.4.52.01
1256,3,ATLANTIQUE,304,OUIDAH,30452,OUIDAH II,GANVE,03.4.52.02
1257,3,ATLANTIQUE,304,OUIDAH,30452,OUIDAH II,GBENA-NORD,03.4.52.03
1258,3,ATLANTIQUE,304,OUIDAH,30452,OUIDAH II,GBENA-SUD,03.4.52.04
1259,3,ATLANTIQUE,304,OUIDAH,30452,OUIDAH II,GBETO-NORD,03.4.52.05
1260,3,ATLANTIQUE,304,OUIDAH,30452,OUIDAH II,GBETO-SUD,03.4.52.06
1261,3,ATLANTIQUE,304,OUIDAH,30452,OUIDAH II,HOUEDJEDO,03.4.52.07
1262,3,ATLANTIQUE,304,OUIDAH,30452,OUIDAH II,LEBOU ALAFIA,03.4.52.08
1263,3,ATLANTIQUE,304,OUIDAH,30452,OUIDAH II,LEBOU CAMPTO,03.4.52.09
1264,3,ATLANTIQUE,304,OUIDAH,30453,OUIDAH III,AGBADJIHONTO,03.4.53.01
1265,3,ATLANTIQUE,304,OUIDAH,30453,OUIDAH III,AGBANOU,03.4.53.02
1266,3,ATLANTIQUE,304,OUIDAH,30453,OUIDAH III,FONSRAME,03.4.53.03
1267,3,ATLANTIQUE,304,OUIDAH,30453,OUIDAH III,GOMEY,03.4.53.04
1268,3,ATLANTIQUE,304,OUIDAH,30453,OUIDAH III,HEHOUNLI,03.4.53.05
1269,3,ATLANTIQUE,304,OUIDAH,30453,OUIDAH III,KPASSE,03.4.53.06
1270,3,ATLANTIQUE,304,OUIDAH,30453,OUIDAH III,YAMADJAKO,03.4.53.07
1271,3,ATLANTIQUE,304,OUIDAH,30453,OUIDAH III,ZONGO MALECOME,03.4.53.08
1272,3,ATLANTIQUE,304,OUIDAH,30454,OUIDAH IV,DOCOMEY,03.4.54.01
1273,3,ATLANTIQUE,304,OUIDAH,30454,OUIDAH IV,TOVE KPASSEZOUNTO,03.4.54.02
1274,3,ATLANTIQUE,304,OUIDAH,30454,OUIDAH IV,TOVE ZOBETO,03.4.54.03
1275,3,ATLANTIQUE,304,OUIDAH,30454,OUIDAH IV,VASSEHO,03.4.54.04
1276,3,ATLANTIQUE,304,OUIDAH,30454,OUIDAH IV,WAGNIHO,03.4.54.05
1277,3,ATLANTIQUE,304,OUIDAH,30454,OUIDAH IV,WOMEY,03.4.54.06
1278,3,ATLANTIQUE,304,OUIDAH,30405,PAHOU,ACADJAME,03.4.05.01
1279,3,ATLANTIQUE,304,OUIDAH,30405,PAHOU,ADJRA-ADOVIE,03.4.05.02
1280,3,ATLANTIQUE,304,OUIDAH,30405,PAHOU,ADJRA-HOUNVE,03.4.05.03
1281,3,ATLANTIQUE,304,OUIDAH,30405,PAHOU,AHOUICODJI,03.4.05.04
1282,3,ATLANTIQUE,304,OUIDAH,30405,PAHOU,AHOZON,03.4.05.05
1283,3,ATLANTIQUE,304,OUIDAH,30405,PAHOU,HOUNDJAVA,03.4.05.06
1284,3,ATLANTIQUE,304,OUIDAH,30405,PAHOU,HOUNHANMEDE,03.4.05.07
1285,3,ATLANTIQUE,304,OUIDAH,30405,PAHOU,KPOVIE,03.4.05.08
1286,3,ATLANTIQUE,304,OUIDAH,30405,PAHOU,PAHOU CENTRE,03.4.05.09
1287,3,ATLANTIQUE,304,OUIDAH,30405,PAHOU,SELLOLI-BAZOUNKPA,03.4.05.10
1288,3,ATLANTIQUE,304,OUIDAH,30405,PAHOU,ZOUNGOUDO,03.4.05.11
1289,3,ATLANTIQUE,304,OUIDAH,30406,SAVI,ADJOHOUNDJA-MONSO,03.4.06.01
1290,3,ATLANTIQUE,304,OUIDAH,30406,SAVI,ASSOGBENOU-DAHO,03.4.06.02
1291,3,ATLANTIQUE,304,OUIDAH,30406,SAVI,BOSSOUVI,03.4.06.03
1292,3,ATLANTIQUE,304,OUIDAH,30406,SAVI,DEKOUENOU,03.4.06.04
1293,3,ATLANTIQUE,304,OUIDAH,30406,SAVI,HOUEYIHO,03.4.06.05
1294,3,ATLANTIQUE,304,OUIDAH,30406,SAVI,MINANTINKPON,03.4.06.06
1295,3,ATLANTIQUE,304,OUIDAH,30406,SAVI,OUESSE,03.4.06.07
1296,3,ATLANTIQUE,304,OUIDAH,30406,SAVI,SAVI-HOUETON,03.4.06.08
1297,3,ATLANTIQUE,305,SO-AVA,30501,AHOMEY-LOKPO,AHOMEY-LOKPO CENTRE,03.5.01.01
1298,3,ATLANTIQUE,305,SO-AVA,30501,AHOMEY-LOKPO,AHOMEY-OUNMEY,03.5.01.02
1299,3,ATLANTIQUE,305,SO-AVA,30501,AHOMEY-LOKPO,ASSEDOKPA,03.5.01.03
1300,3,ATLANTIQUE,305,SO-AVA,30501,AHOMEY-LOKPO,BESSETONOU,03.5.01.04
1301,3,ATLANTIQUE,305,SO-AVA,30501,AHOMEY-LOKPO,HENI,03.5.01.05
1302,3,ATLANTIQUE,305,SO-AVA,30501,AHOMEY-LOKPO,KINTO AGUE,03.5.01.06
1303,3,ATLANTIQUE,305,SO-AVA,30501,AHOMEY-LOKPO,KINTO DOKPAKPA,03.5.01.07
1304,3,ATLANTIQUE,305,SO-AVA,30501,AHOMEY-LOKPO,KINTO OUDJRA,03.5.01.08
1305,3,ATLANTIQUE,305,SO-AVA,30501,AHOMEY-LOKPO,ZOUNGOMEY,03.5.01.09
1306,3,ATLANTIQUE,305,SO-AVA,30501,AHOMEY-LOKPO,ZOUNKPODE,03.5.01.10
1307,3,ATLANTIQUE,305,SO-AVA,30502,DEKANMEY,ANAVIECOMEY,03.5.02.01
1308,3,ATLANTIQUE,305,SO-AVA,30502,DEKANMEY,DJEKPE,03.5.02.02
1309,3,ATLANTIQUE,305,SO-AVA,30502,DEKANMEY,KPAFE,03.5.02.03
1310,3,ATLANTIQUE,305,SO-AVA,30502,DEKANMEY,KPOVIECOMEY,03.5.02.04
1311,3,ATLANTIQUE,305,SO-AVA,30502,DEKANMEY,SAKOMEY,03.5.02.05
1312,3,ATLANTIQUE,305,SO-AVA,30503,GANVIE 1,AGONMEKOMEY,03.5.03.01
1313,3,ATLANTIQUE,305,SO-AVA,30503,GANVIE 1,AGOUNDANKOMEY,03.5.03.02
1314,3,ATLANTIQUE,305,SO-AVA,30503,GANVIE 1,GANSOUGBAMEY,03.5.03.03
1315,3,ATLANTIQUE,305,SO-AVA,30503,GANVIE 1,GBAMEY-TCHEWA,03.5.03.04
1316,3,ATLANTIQUE,305,SO-AVA,30503,GANVIE 1,GOUNSOEDJI,03.5.03.05
1317,3,ATLANTIQUE,305,SO-AVA,30503,GANVIE 1,HINDAGAO,03.5.03.06
1318,3,ATLANTIQUE,305,SO-AVA,30503,GANVIE 1,KPASSIKOMEY,03.5.03.07
1319,3,ATLANTIQUE,305,SO-AVA,30503,GANVIE 1,SOKOMEY,03.5.03.08
1320,3,ATLANTIQUE,305,SO-AVA,30503,GANVIE 1,TOHOKOMEY,03.5.03.09
1321,3,ATLANTIQUE,305,SO-AVA,30503,GANVIE 1,YOKAGAO,03.5.03.10
1322,3,ATLANTIQUE,305,SO-AVA,30504,GANVIE 2,AGBONGAMEY,03.5.04.01
1323,3,ATLANTIQUE,305,SO-AVA,30504,GANVIE 2,AHOUANMONGAO,03.5.04.02
1324,3,ATLANTIQUE,305,SO-AVA,30504,GANVIE 2,DAKOMEY,03.5.04.03
1325,3,ATLANTIQUE,305,SO-AVA,30504,GANVIE 2,DAKOMEY-YOHONOUKON,03.5.04.04
1326,3,ATLANTIQUE,305,SO-AVA,30504,GANVIE 2,DOSSOUGAO,03.5.04.05
1327,3,ATLANTIQUE,305,SO-AVA,30504,GANVIE 2,GOUNSOEGBAMEY,03.5.04.06
1328,3,ATLANTIQUE,305,SO-AVA,30504,GANVIE 2,GUEDEVIE,03.5.04.07
1329,3,ATLANTIQUE,305,SO-AVA,30504,GANVIE 2,GUEDEVIE-GBEGBESSA,03.5.04.08
1330,3,ATLANTIQUE,305,SO-AVA,30504,GANVIE 2,KINDJI,03.5.04.10
1331,3,ATLANTIQUE,305,SO-AVA,30504,GANVIE 2,SINHOUNGBOMEY,03.5.04.11
1332,3,ATLANTIQUE,305,SO-AVA,30505,HOUEDO-AGUEKON,DOMEGUEDJI,03.5.05.01
1333,3,ATLANTIQUE,305,SO-AVA,30505,HOUEDO-AGUEKON,GANVIECOMEY,03.5.05.02
1334,3,ATLANTIQUE,305,SO-AVA,30505,HOUEDO-AGUEKON,GBAGBODJI,03.5.05.03
1335,3,ATLANTIQUE,305,SO-AVA,30505,HOUEDO-AGUEKON,GBEGBOME OUEKEKOME,03.5.05.04
1336,3,ATLANTIQUE,305,SO-AVA,30505,HOUEDO-AGUEKON,GBESSOU,03.5.05.06
1337,3,ATLANTIQUE,305,SO-AVA,30505,HOUEDO-AGUEKON,GBLONTO,03.5.05.07
1338,3,ATLANTIQUE,305,SO-AVA,30505,HOUEDO-AGUEKON,SOKOMEY,03.5.05.08
1339,3,ATLANTIQUE,305,SO-AVA,30551,SO-AVA,AHOMEY DOMEY-ZOUNMEY,03.5.51.01
1340,3,ATLANTIQUE,305,SO-AVA,30551,SO-AVA,AHOMEY-FONSA,03.5.51.02
1341,3,ATLANTIQUE,305,SO-AVA,30551,SO-AVA,AHOMEY-GBEKPA,03.5.51.03
1342,3,ATLANTIQUE,305,SO-AVA,30551,SO-AVA,DOGODO,03.5.51.05
1343,3,ATLANTIQUE,307,TORI-BOSSITO,30701,AVAME,GBEDJOUGO,03.7.01.03
1344,3,ATLANTIQUE,307,TORI-BOSSITO,30701,AVAME,HLA,03.7.01.04
1345,3,ATLANTIQUE,307,TORI-BOSSITO,30701,AVAME,HOUNGO,03.7.01.05
1346,3,ATLANTIQUE,307,TORI-BOSSITO,30701,AVAME,MASSETOME,03.7.01.06
1347,3,ATLANTIQUE,307,TORI-BOSSITO,30702,AZOHOUE-ALIHO,DENOU,03.7.02.01
1348,3,ATLANTIQUE,307,TORI-BOSSITO,30702,AZOHOUE-ALIHO,HAYAKPA,03.7.02.02
1349,3,ATLANTIQUE,307,TORI-BOSSITO,30702,AZOHOUE-ALIHO,TANDAHOTA,03.7.02.03
1350,3,ATLANTIQUE,307,TORI-BOSSITO,30703,AZOHOUE-CADA,AZOHOUE CADA HOUNGO,03.7.03.01
1351,3,ATLANTIQUE,307,TORI-BOSSITO,30703,AZOHOUE-CADA,AZOHOUE CADA NORD,03.7.03.02
1352,3,ATLANTIQUE,307,TORI-BOSSITO,30703,AZOHOUE-CADA,AZOHOUE CADA SUD,03.7.03.03
1353,3,ATLANTIQUE,307,TORI-BOSSITO,30703,AZOHOUE-CADA,AZOHOUE-CADA CENTRE,03.7.03.04
1354,3,ATLANTIQUE,307,TORI-BOSSITO,30703,AZOHOUE-CADA,AZONGO,03.7.03.05
1355,3,ATLANTIQUE,307,TORI-BOSSITO,30703,AZOHOUE-CADA,GBEDAKONOU,03.7.03.06
1356,3,ATLANTIQUE,307,TORI-BOSSITO,30703,AZOHOUE-CADA,KETESSA AGLADJI,03.7.03.07
1357,3,ATLANTIQUE,307,TORI-BOSSITO,30703,AZOHOUE-CADA,ZOUNGBOME,03.7.03.08
1358,3,ATLANTIQUE,307,TORI-BOSSITO,30703,AZOHOUE-CADA,ZOUNVESSEHOU,03.7.03.09
1359,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,AGONKON,03.7.51.01
1360,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,AHOUEME,03.7.51.02
1361,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,AIDOHOUE,03.7.51.03
1362,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,BOSSITO,03.7.51.04
1363,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,FASSINOUHOKON,03.7.51.05
1364,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,GBEDEWAHOUE,03.7.51.06
1365,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,GBOVIE,03.7.51.07
1366,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,HEKANDJI,03.7.51.08
1367,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,HONVIE,03.7.51.09
1368,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,HOUNGBAGBA,03.7.51.10
1369,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,HOUNNONCO,03.7.51.11
1370,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,KOKANHOUE,03.7.51.12
1371,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,MAGUEVIE,03.7.51.13
1372,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,TOCOLI,03.7.51.14
1373,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,TOGOUDO,03.7.51.15
1374,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,WANHO,03.7.51.16
1375,3,ATLANTIQUE,307,TORI-BOSSITO,30751,TORI-BOSSITO,ZOUNME,03.7.51.17
1376,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,ADJAHASSA,03.7.04.01
1377,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,ANAVIE,03.7.04.02
1378,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,DOHINONKO,03.7.04.03
1379,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,DOKANME,03.7.04.04
1380,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,GBEGOUDO,03.7.04.05
1381,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,GBETAGA,03.7.04.06
1382,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,GBOHOUE,03.7.04.07
1383,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,HETIN-YENAWA,03.7.04.08
1384,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,HOUEDAGA,03.7.04.09
1385,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,LOKOSSA,03.7.04.10
1386,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,SOGBE,03.7.04.11
1387,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,SOKLOGBO,03.7.04.12
1388,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,TORI-CADA CENTRE,03.7.04.13
1389,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,ZEBE,03.7.04.14
1390,3,ATLANTIQUE,307,TORI-BOSSITO,30704,TORI-CADA,ZOUNGOUDO,03.7.04.15
1391,3,ATLANTIQUE,307,TORI-BOSSITO,30705,TORI-GARE,AGAZOUN,03.7.05.01
1392,3,ATLANTIQUE,307,TORI-BOSSITO,30705,TORI-GARE,AGOUAKO,03.7.05.02
1393,3,ATLANTIQUE,307,TORI-BOSSITO,30705,TORI-GARE,AKADJAME,03.7.05.03
1394,3,ATLANTIQUE,307,TORI-BOSSITO,30705,TORI-GARE,AYIKINKO,03.7.05.04
1395,3,ATLANTIQUE,307,TORI-BOSSITO,30705,TORI-GARE,DOSSOU-SOMEY,03.7.05.05
1396,3,ATLANTIQUE,307,TORI-BOSSITO,30705,TORI-GARE,GBEGOUDO,03.7.05.06
1397,3,ATLANTIQUE,307,TORI-BOSSITO,30705,TORI-GARE,SEIGONME,03.7.05.07
1398,3,ATLANTIQUE,307,TORI-BOSSITO,30705,TORI-GARE,TORI-GARE CENTRE,03.7.05.08
1399,3,ATLANTIQUE,308,ZE,30801,ADJAN,ADJAN,03.8.01.01
1400,3,ATLANTIQUE,308,ZE,30801,ADJAN,ADJAN-GLA,03.8.01.02
1401,3,ATLANTIQUE,308,ZE,30801,ADJAN,ADJAN-HOUETA,03.8.01.03
1402,3,ATLANTIQUE,308,ZE,30801,ADJAN,ANAGBO,03.8.01.04
1403,3,ATLANTIQUE,308,ZE,30801,ADJAN,DODJI-AGA,03.8.01.05
1404,3,ATLANTIQUE,308,ZE,30801,ADJAN,TANTA,03.8.01.06
1405,3,ATLANTIQUE,308,ZE,30801,ADJAN,WASSA,03.8.01.07
1406,3,ATLANTIQUE,308,ZE,30801,ADJAN,ZANZOUN,03.8.01.08
1407,3,ATLANTIQUE,308,ZE,30802,DAWE,AGONZOUNKPA,03.8.02.01
1408,3,ATLANTIQUE,308,ZE,30802,DAWE,AHOUALI,03.8.02.02
1409,3,ATLANTIQUE,308,ZE,30802,DAWE,AKADJAME,03.8.02.03
1410,3,ATLANTIQUE,308,ZE,30802,DAWE,DAWE-CENTRE,03.8.02.04
1411,3,ATLANTIQUE,308,ZE,30802,DAWE,DOME-SEKO,03.8.02.05
1412,3,ATLANTIQUE,308,ZE,30802,DAWE,TOMASSEAHOUA,03.8.02.06
1413,3,ATLANTIQUE,308,ZE,30803,DJIGBE,AGOUNDJI,03.8.03.01
1414,3,ATLANTIQUE,308,ZE,30803,DJIGBE,AWASSOU,03.8.03.02
1415,3,ATLANTIQUE,308,ZE,30803,DJIGBE,DJIGBE-AGUE,03.8.03.03
1416,3,ATLANTIQUE,308,ZE,30803,DJIGBE,DJIGBE-GBODJE,03.8.03.04
1417,3,ATLANTIQUE,308,ZE,30803,DJIGBE,GBAGODO,03.8.03.05
1418,3,ATLANTIQUE,308,ZE,30803,DJIGBE,SESSIVALI,03.8.03.06
1419,3,ATLANTIQUE,308,ZE,30803,DJIGBE,WO-TOGOUDO,03.8.03.07
1420,3,ATLANTIQUE,308,ZE,30804,DODJI-BATA,ADOHOUNSA,03.8.04.02
1421,3,ATLANTIQUE,308,ZE,30804,DODJI-BATA,AGONDOTAN,03.8.04.03
